Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	5.446093	-1.472402	8.16816	0.001438	0.003649	-0.008953	-0.515869	0.142578	-0.114746
1.0	5.448427	-1.468084	8.113969	-0.009465	0.005024	-0.007252	-0.511475	0.142578	-0.116943
2.0	5.444589	-1.481381	8.145873	-0.001693	0.005489	-0.006703	-0.515869	0.142578	-0.119141
3.0	5.469092	-1.476858	8.169612	-0.007044	0.00723	-0.006055	-0.517822	0.142578	-0.121338
4.0	5.466507	-1.494779	8.124768	0.000103	0.012736	-0.008291	-0.513672	0.144775	-0.114746
5.0	5.466475	-1.485695	8.1481	-0.00862	0.013834	-0.006933	-0.515869	0.146973	-0.116943
6.0	5.44697	-1.449863	8.161571	0.002121	0.010724	-0.006284	-0.513428	0.138184	-0.116943
7.0	5.441611	-1.472012	8.171217	-0.00862	0.013833	-0.006936	-0.518066	0.144531	-0.112549
8.0	5.464812	-1.476617	8.172519	-0.003671	0.007873	-0.006772	-0.513672	0.144775	-0.119141
9.0	5.43415	-1.512411	8.135647	-0.00732	0.004375	-0.009541	-0.513672	0.146973	-0.119141
10.0	5.466769	-1.472537	8.118564	-0.003997	0.004396	-0.002076	-0.518066	0.144775	-0.121338
11.0	5.462896	-1.485656	8.150507	-0.000538	0.006035	-0.009021	-0.511475	0.142578	-0.119141
12.0	5.463374	-1.476325	8.173533	-0.004736	0.008321	-0.010693	-0.517822	0.142578	-0.114746
13.0	5.442517	-1.458463	8.141331	-0.002882	0.00457	-0.006335	-0.518066	0.146729	-0.114746
14.0	5.490152	-1.467422	8.143172	-0.006053	0.006036	-0.00603	-0.515869	0.144775	-0.116943
15.0	5.464835	-1.472078	8.119949	-0.003834	0.006134	-0.004426	-0.515869	0.142578	-0.121338
16.0	5.460734	-1.485413	8.152	-0.004623	0.009435	-0.004865	-0.513672	0.144775	-0.116943
17.0	5.483879	-1.48996	8.153364	-0.003193	0.012835	-0.0037	-0.515869	0.142578	-0.116943
18.0	5.435924	-1.47206	8.174993	-0.003432	0.010353	-0.005238	-0.513428	0.140381	-0.119141
19.0	5.434235	-1.4809	8.152872	-5.9e-05	0.010998	-0.005949	-0.515625	0.140381	-0.116943
20.0	5.436894	-1.467458	8.121814	-0.004257	0.013283	-0.007623	-0.511475	0.146973	-0.123535
21.0	5.455587	-1.494032	8.132241	-0.00125	0.01008	-0.005578	-0.511475	0.144775	-0.116943
22.0	5.437038	-1.449304	8.16829	-0.006639	0.011446	-0.006881	-0.513428	0.140381	-0.114746
23.0	5.430145	-1.489508	8.132399	-0.001487	0.007598	-0.007117	-0.515869	0.146973	-0.123535
24.0	5.430496	-1.480549	8.155426	-0.007004	0.007597	-0.004127	-0.513672	0.142578	-0.119141
25.0	5.405268	-1.485221	8.132129	-0.004106	0.00328	-0.007912	-0.513672	0.142578	-0.119141
26.0	5.458307	-1.463125	8.147602	-0.008359	0.004939	-0.001407	-0.513672	0.144775	-0.114746
27.0	5.482012	-1.467815	8.148584	-0.005133	0.0041	-0.009891	-0.511475	0.146973	-0.119141
28.0	5.457746	-1.463544	8.147903	-0.009422	0.005388	-0.00533	-0.513672	0.142578	-0.116943
29.0	5.447587	-1.517534	8.143397	-0.007168	0.005857	-0.001779	-0.513672	0.144775	-0.119141
30.0	5.457745	-1.455511	8.170999	-0.008195	0.006677	-0.003758	-0.511475	0.142578	-0.116943
31.0	5.475899	-1.491609	8.158424	-0.007004	0.007596	-0.00413	-0.515869	0.144775	-0.114746
32.0	5.454799	-1.474158	8.126317	-0.005612	0.010625	-0.004907	-0.513672	0.142578	-0.116943
33.0	5.45486	-1.465315	8.149517	-0.003395	0.010723	-0.0033	-0.513672	0.142578	-0.116943
34.0	5.473634	-1.49211	8.159853	-0.005648	0.010254	-0.006853	-0.513672	0.142578	-0.116943
35.0	5.451625	-1.48357	8.105105	-0.006803	0.009705	-0.004538	-0.511475	0.144775	-0.114746
36.0	5.428435	-1.46134	8.150212	-0.001968	0.014122	-0.002134	-0.51123	0.140381	-0.114746
37.0	5.448147	-1.479028	8.183203	-0.002876	0.004571	-0.006344	-0.513672	0.144775	-0.116943
38.0	5.447756	-1.479095	8.183451	-0.007038	0.007224	-0.006079	-0.511475	0.146973	-0.119141
39.0	5.450935	-1.465974	8.152024	-0.005057	0.004842	-0.006009	-0.518066	0.144775	-0.116943
40.0	5.426724	-1.461754	8.151277	-0.006413	0.002184	-0.003288	-0.513672	0.144531	-0.112549
41.0	5.446021	-1.488819	8.161216	-0.007203	0.005485	-0.00373	-0.515869	0.144775	-0.119141
42.0	5.453835	-1.453838	8.120611	-0.010976	0.000617	-0.002213	-0.51123	0.140381	-0.121338
43.0	5.474113	-1.472086	8.153122	-0.00949	0.004645	-0.009228	-0.515869	0.142578	-0.116943
44.0	5.473849	-1.472483	8.153228	-0.007369	0.003745	-0.001381	-0.515869	0.144775	-0.121338
45.0	5.469049	-1.495259	8.162351	-0.007168	0.005854	-0.001787	-0.515869	0.142578	-0.119141
46.0	5.471241	-1.491377	8.108288	-0.007993	0.008785	-0.004172	-0.515869	0.146973	-0.119141
47.0	5.447564	-1.478273	8.130422	-0.006047	0.006033	-0.006047	-0.509033	0.140381	-0.119141
48.0	5.46653	-1.505149	8.140613	-0.005611	0.010623	-0.004914	-0.515869	0.146729	-0.114746
49.0	5.450768	-1.456292	8.12223	-0.004856	0.006953	-0.006418	-0.518066	0.146973	-0.119141
50.0	5.465952	-1.496283	8.164237	-0.00303	0.014572	-0.00606	-0.513428	0.140381	-0.114746
51.0	5.429609	-1.429605	8.113473	-0.004821	0.007322	-0.004474	-0.518066	0.148926	-0.119141
52.0	5.416407	-1.487731	8.163484	-0.006567	0.012183	-0.003007	-0.513672	0.144775	-0.119141
