Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	5.849242	-0.47777	7.975633	-0.008693	0.014589	-0.003618	-0.543213	0.011963	-0.012207
1.0	5.860785	-0.429798	7.998144	-0.007749	0.014171	-0.002138	-0.534424	0.011963	-0.014404
2.0	5.857192	-0.456712	7.976525	-0.011469	0.010746	-0.000577	-0.54541	0.016113	-0.010254
3.0	5.866447	-0.435041	7.976502	-0.005796	0.009911	-0.003754	-0.543213	0.01416	-0.012207
4.0	5.886435	-0.444509	7.985648	-0.003361	0.014476	-0.001743	-0.543213	0.016357	-0.012207
5.0	5.836779	-0.475958	8.002054	-0.003972	0.013056	-0.000236	-0.541016	0.011963	-0.012207
6.0	5.83498	-0.422646	7.993133	-0.00897	0.011886	-0.003147	-0.541016	0.01416	-0.012207
7.0	5.883669	-0.445804	7.987613	-0.011072	0.005482	-0.00217	-0.536865	0.016357	-0.012207
8.0	5.823574	-0.445913	7.994632	-0.0008	0.011079	-0.000845	-0.543213	0.01416	-0.014404
9.0	5.861442	-0.43748	7.980048	-0.014519	0.004757	-0.001087	-0.536865	0.018311	-0.005859
10.0	5.869283	-0.496161	7.967032	-0.01141	0.006762	-0.00114	-0.543213	0.016357	-0.012207
11.0	5.863762	-0.46631	8.012683	-0.00107	0.008936	-0.004391	-0.538818	0.01416	-0.012207
12.0	5.849653	-0.461181	7.981799	-0.008909	0.007904	-0.003706	-0.536865	0.016357	-0.012207
13.0	5.866676	-0.443267	7.958711	-0.005735	0.005928	-0.004315	-0.536621	0.01416	-0.012207
14.0	5.879593	-0.448752	7.990449	-0.003574	0.007793	-0.001826	-0.538818	0.016113	-0.010254
15.0	5.882972	-0.425606	7.936157	-0.01053	0.01088	-0.003126	-0.536621	0.011963	-0.012207
16.0	5.874597	-0.422235	7.959667	-0.008032	0.011464	-0.001669	-0.541016	0.011963	-0.01001
17.0	5.853552	-0.467132	7.96143	-0.008029	0.012022	-0.005692	-0.536865	0.018311	-0.010254
18.0	5.876266	-0.450704	7.992787	-0.010805	0.008178	-0.002653	-0.543213	0.01416	-0.014404
19.0	5.852023	-0.468206	7.962491	-0.009585	0.011019	-0.005669	-0.538818	0.016113	-0.010254
20.0	5.874702	-0.451725	7.993878	-0.006753	0.009765	-0.001221	-0.541016	0.016357	-0.012207
21.0	5.852881	-0.442948	7.986027	-0.010869	0.012715	-0.006121	-0.538818	0.01416	-0.014404
22.0	5.870367	-0.478725	7.972796	-0.003306	0.010491	-0.002303	-0.541016	0.016357	-0.014404
23.0	5.87199	-0.452801	7.99581	-0.007427	0.012881	-0.003181	-0.539063	0.016357	-0.014404
24.0	5.881205	-0.431113	7.995864	-0.011753	0.008593	-0.004141	-0.539063	0.016357	-0.014404
25.0	5.839406	-0.466899	7.988966	-0.008644	0.010598	-0.00419	-0.541016	0.01416	-0.014404
26.0	5.859475	-0.476659	7.99805	-0.00804	0.011459	-0.001675	-0.543213	0.016113	-0.010254
27.0	5.850229	-0.41952	8.012032	-0.007097	0.011041	-0.000192	-0.541016	0.01416	-0.012207
28.0	5.896484	-0.46894	7.984151	-0.017023	0.004721	-0.00659	-0.541016	0.016113	-0.005859
29.0	5.857379	-0.478416	7.999481	-0.00236	0.010631	-0.004843	-0.536865	0.020508	-0.014404
30.0	5.866684	-0.456317	7.999504	-0.006419	0.008482	-0.002258	-0.543213	0.016357	-0.012207
31.0	5.866056	-0.456761	7.999939	-0.007974	0.007479	-0.002235	-0.543457	0.018311	-0.012207
32.0	5.86286	-0.483311	7.978042	-0.00581	0.009903	-0.003765	-0.541016	0.016357	-0.014404
33.0	5.872166	-0.46148	7.978057	-0.009259	0.009174	-0.002687	-0.538818	0.011963	-0.014404
34.0	5.863811	-0.458002	8.001514	-0.007095	0.011598	-0.004218	-0.54126	0.018555	-0.016602
35.0	5.834466	-0.445083	8.016529	-0.0077	0.010737	-0.006735	-0.536865	0.018555	-0.016602
36.0	5.869688	-0.462429	7.979825	-0.005812	0.009901	-0.003767	-0.534668	0.016357	-0.01001
37.0	5.830441	-0.471688	7.99523	-0.005472	0.008623	-0.004799	-0.541016	0.016357	-0.012207
38.0	5.860724	-0.459076	8.003714	-0.009263	0.009172	-0.002691	-0.543213	0.01416	-0.012207
39.0	5.865225	-0.48961	7.958825	-0.008241	0.005337	-0.005788	-0.543213	0.01416	-0.016602
40.0	5.859548	-0.459641	8.004542	-0.002365	0.010629	-0.004845	-0.538818	0.01416	-0.01001
41.0	5.858934	-0.459754	8.004985	-0.008242	0.005337	-0.005789	-0.539063	0.016357	-0.014404
42.0	5.865972	-0.463912	7.982471	-0.00453	0.008204	-0.003316	-0.54126	0.018311	-0.012207
43.0	5.865413	-0.463822	7.982887	-0.000399	0.006377	-0.006457	-0.538818	0.01416	-0.014404
44.0	5.843858	-0.45451	7.974849	-0.005816	0.009899	-0.00377	-0.534424	0.01416	-0.014404
45.0	5.866621	-0.437937	8.0062	-0.008584	0.006613	-0.004759	-0.536865	0.018555	-0.014404
46.0	5.873653	-0.441925	7.983707	0.000203	0.007237	-0.00394	-0.534424	0.01416	-0.012207
47.0	5.844636	-0.428957	7.998455	-0.008592	0.006051	-0.000736	-0.539063	0.016357	-0.014404
48.0	5.890994	-0.478261	7.970581	-0.01022	0.009024	-0.000157	-0.536865	0.018555	-0.016602
49.0	5.851765	-0.487941	7.985902	-0.006429	0.008476	-0.002265	-0.538818	0.01416	-0.014404
50.0	5.881983	-0.475206	7.99447	-0.003321	0.010483	-0.002308	-0.536621	0.01416	-0.01001
51.0	5.829387	-0.479254	7.978422	-0.007984	0.007472	-0.002245	-0.541016	0.01416	-0.014404
52.0	5.862127	-0.44049	8.009351	-0.00582	0.009897	-0.003772	-0.541016	0.011963	-0.012207
53.0	5.879956	-0.476336	7.995894	-0.009539	0.006467	-0.002225	-0.545166	0.009766	-0.014404
54.0	5.858631	-0.467733	7.987637	-0.009807	0.003768	-0.001751	-0.54541	0.016357	-0.012207
55.0	5.878956	-0.477223	7.996576	-0.000816	0.011631	-0.004867	-0.541016	0.01416	-0.01001
56.0	5.846462	-0.436444	7.979591	-0.005747	0.00592	-0.004332	-0.536621	0.01416	-0.016602
57.0	5.872129	-0.476008	7.943085	-0.006357	0.004498	-0.002826	-0.54126	0.020508	-0.014404
58.0	5.85654	-0.46834	7.989135	-0.001353	0.006233	-0.003919	-0.541016	0.011963	-0.014404
59.0	5.876918	-0.477515	7.998057	-0.00264	0.007927	-0.004373	-0.536865	0.018311	-0.010254
60.0	5.855515	-0.468405	7.989883	-0.006358	0.004497	-0.002827	-0.538818	0.01416	-0.012207
61.0	5.876065	-0.477836	7.998664	-0.002907	0.005229	-0.0039	-0.541016	0.016357	-0.014404
62.0	5.85215	-0.494897	7.968118	-0.008322	0.009308	-0.005241	-0.543213	0.016357	-0.014404
63.0	5.840764	-0.463684	7.959494	-0.00696	0.003638	-0.005346	-0.545654	0.018311	-0.012207
64.0	5.87456	-0.478522	7.999728	-0.004538	0.008199	-0.003322	-0.536865	0.016357	-0.012207
