Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	5.624044	1.276936	8.445863	-0.00188	0.005806	-0.021252	-0.471436	-0.021729	-0.533936
1.0	5.605995	1.303589	8.491038	-0.005462	0.005077	-0.016896	-0.473389	-0.023926	-0.529297
2.0	5.55884	1.277229	8.501927	-0.014342	0.003229	-0.015765	-0.471191	-0.023926	-0.536133
3.0	5.612141	1.257479	8.52066	-0.012788	-0.002177	-0.007959	-0.473389	-0.026123	-0.529297
4.0	5.620054	1.224108	8.529045	-0.016447	-0.007135	-0.008761	-0.471436	-0.021729	-0.536133
5.0	5.646221	1.178248	8.471836	-0.009369	-0.007241	-0.012086	-0.476074	-0.017578	-0.529541
6.0	5.60722	1.210584	8.490661	-0.005481	-0.010095	-0.011742	-0.47583	-0.021729	-0.533936
7.0	5.66225	1.204874	8.487982	-0.002452	-0.013142	-0.015186	-0.478027	-0.021729	-0.531738
8.0	5.686172	1.212173	8.492262	-0.003367	-0.014382	-0.015384	-0.47583	-0.021729	-0.533936
9.0	5.672398	1.186611	8.474464	-0.001043	-0.00917	-0.012305	-0.47583	-0.019531	-0.531738
10.0	5.719586	1.214242	8.463338	0.00648	-0.010245	-0.019903	-0.467041	-0.021729	-0.533936
11.0	5.649146	1.260681	8.489205	-2.1e-05	-0.00584	-0.019277	-0.477783	-0.026123	-0.531494
12.0	5.650024	1.274794	8.468338	-0.00044	-0.004347	-0.016798	-0.470947	-0.030518	-0.531494
13.0	5.680046	1.236396	8.502234	-0.006576	-0.002483	-0.015063	-0.473389	-0.023926	-0.533936
14.0	5.657835	1.243174	8.476548	-0.005271	-0.003259	-0.015545	-0.47998	-0.023926	-0.536133
15.0	5.657921	1.243485	8.476444	-0.006604	-0.003006	-0.013267	-0.471436	-0.019531	-0.533936
16.0	5.66633	1.22414	8.464247	-0.00791	-0.002231	-0.012783	-0.473633	-0.021729	-0.529297
17.0	5.657467	1.230938	8.496802	-0.001355	-0.005587	-0.016994	-0.477783	-0.023926	-0.533936
18.0	5.674648	1.205799	8.451968	-0.005482	0.005074	-0.016877	-0.473633	-0.021729	-0.531738
19.0	5.657587	1.245322	8.476398	-0.002139	-0.001555	-0.015625	-0.47583	-0.021729	-0.536133
20.0	5.665738	1.226632	8.464282	-0.00248	0.001506	-0.018526	-0.473633	-0.021729	-0.536133
21.0	5.633349	1.226874	8.492192	-0.006398	0.003832	-0.017073	-0.475586	-0.023926	-0.531494
22.0	5.664768	1.227861	8.464753	-0.002873	0.003522	-0.017839	-0.47583	-0.021729	-0.533936
23.0	5.655954	1.247827	8.477119	-0.007338	0.002067	-0.015478	-0.477783	-0.023926	-0.53833
24.0	5.669352	1.261139	8.515157	-0.006819	0.005323	-0.014594	-0.480225	-0.021729	-0.533936
25.0	5.655632	1.261403	8.457125	-0.007365	0.001544	-0.013684	-0.47583	-0.021729	-0.531738
26.0	5.694309	1.216134	8.458664	-0.009978	0.003093	-0.012716	-0.475586	-0.023926	-0.533936
