Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	7.977305	-0.390491	5.912658	-0.006257	-0.04076	0.050238	-0.680664	0.036621	0.195313
1.0	7.996316	-0.430454	5.864043	-0.021518	-0.039861	0.049253	-0.682861	0.036377	0.199707
2.0	7.971918	-0.476991	5.883414	-0.017658	-0.040887	0.036934	-0.680664	0.032227	0.199707
3.0	7.952737	-0.469178	5.876718	-0.011023	-0.034571	0.034384	-0.685303	0.038818	0.188965
4.0	7.952173	-0.330326	5.842554	0.028841	-0.036145	0.031803	-0.678467	0.034424	0.195313
5.0	8.036422	-0.463501	5.931485	-0.037934	-0.038113	0.033019	-0.685059	0.034424	0.19751
6.0	8.06356	-0.449563	5.833264	0.012334	-0.01976	0.028475	-0.689453	0.036377	0.199707
7.0	7.977739	-0.460438	5.81956	-0.0173	-0.017236	0.029083	-0.682861	0.034424	0.195313
8.0	7.981177	-0.494003	5.869441	-0.007513	-0.013215	0.020575	-0.689453	0.03418	0.201904
9.0	7.993524	-0.47442	5.868928	-0.011834	-0.016286	0.012962	-0.6875	0.040771	0.199707
10.0	7.976486	-0.465467	5.840147	-0.004318	-0.009289	0.012946	-0.685303	0.038574	0.19751
11.0	7.983078	-0.498733	5.866454	-0.009314	-0.007418	0.010012	-0.685059	0.032227	0.19751
12.0	8.011602	-0.513346	5.821208	-0.004918	-0.005282	0.002574	-0.683105	0.040771	0.193115
13.0	8.021676	-0.436597	5.843809	-0.001365	0.003029	0.000983	-0.683105	0.038574	0.19751
14.0	8.006255	-0.45743	5.8677	-0.013606	0.009435	-0.00141	-0.6875	0.038574	0.195313
15.0	8.015139	-0.490446	5.871595	-0.001521	0.017336	-0.01003	-0.693848	0.034424	0.193359
16.0	8.007887	-0.457551	5.846175	0.000623	0.022135	-0.013996	-0.685303	0.040771	0.201904
17.0	7.99494	-0.477967	5.847426	-0.006771	0.02759	-0.017307	-0.682861	0.034424	0.195313
18.0	7.981796	-0.497918	5.848989	0.002304	0.030014	-0.02449	-0.685303	0.038818	0.191162
19.0	7.976604	-0.494565	5.875607	9.8e-05	0.03205	-0.031058	-0.682861	0.036377	0.201904
20.0	7.965124	-0.458939	5.875405	0.002545	0.034686	-0.03235	-0.6875	0.038574	0.199707
21.0	8.009295	-0.480203	5.86117	-0.000921	0.032286	-0.037447	-0.687256	0.036621	0.193359
22.0	7.979365	-0.35335	5.928323	0.001694	0.033686	-0.03991	-0.683105	0.040771	0.193115
23.0	8.007563	-0.419825	5.864357	-0.009624	0.033599	-0.034289	-0.680664	0.034424	0.199707
24.0	7.994309	-0.328806	5.886075	-0.005636	0.031975	-0.037731	-0.680664	0.036621	0.19751
25.0	7.990745	-0.381049	5.890751	-0.0133	0.032735	-0.033209	-0.678711	0.036377	0.199707
26.0	8.011884	-0.33616	5.894921	-0.010713	0.03445	-0.03065	-0.69165	0.036377	0.199707
27.0	7.942699	-0.409351	5.890943	-0.015608	0.035695	-0.024731	-0.685303	0.038574	0.199707
28.0	7.973537	-0.397858	5.898027	-0.004699	0.032026	-0.026352	-0.683105	0.038818	0.193115
29.0	7.96013	-0.307626	5.919675	-0.004561	0.031102	-0.022505	-0.687256	0.034424	0.195313
30.0	7.968339	-0.33967	5.924698	-0.015743	0.023551	-0.016392	-0.680664	0.034424	0.191162
31.0	7.968839	-0.394628	5.904589	-0.007585	0.025934	-0.01605	-0.687012	0.030029	0.195557
32.0	7.967318	-0.283779	5.926346	-0.003828	0.019646	-0.011622	-0.687012	0.030029	0.193359
33.0	7.972446	-0.315771	5.954725	-0.019332	0.015861	-0.004765	-0.682861	0.036377	0.19751
34.0	7.977044	-0.373293	5.909785	-0.016596	0.016661	0.001657	-0.685059	0.032227	0.191162
35.0	7.964652	-0.39594	5.910149	-0.014362	0.014316	0.00321	-0.687256	0.036377	0.19751
36.0	7.971716	-0.374514	5.936053	-0.018697	0.011549	0.000598	-0.680664	0.034424	0.195313
37.0	7.976573	-0.432402	5.890729	-0.019761	0.012414	0.004258	-0.687012	0.030029	0.199707
38.0	7.972166	-0.432642	5.915798	-0.010392	0.013014	0.004802	-0.678467	0.034424	0.195313
39.0	7.948408	-0.366542	5.934921	-0.013167	0.005995	4.4e-05	-0.680664	0.034424	0.195313
40.0	7.987939	-0.359536	5.89176	-0.014584	0.009324	0.006042	-0.682861	0.036621	0.193359
41.0	7.951011	-0.369953	5.912046	-0.014586	0.009324	0.006041	-0.678711	0.038574	0.195313
42.0	7.960304	-0.404338	5.915435	-0.01789	0.006002	0.004789	-0.683105	0.038574	0.195313
43.0	7.97921	-0.361691	5.941687	-0.011322	0.006423	0.008957	-0.682861	0.036621	0.191162
44.0	8.005636	-0.431308	5.89954	-0.020698	0.005821	0.008405	-0.687256	0.03418	0.199707
45.0	7.966253	-0.410956	5.868698	-0.014058	0.012152	0.005886	-0.685303	0.038818	0.193115
46.0	7.992889	-0.455787	5.900182	-0.0196	0.011175	0.003077	-0.676514	0.038574	0.19751
47.0	7.959313	-0.467054	5.896704	-0.014877	0.017694	0.001687	-0.682861	0.034424	0.199707
48.0	7.969763	-0.446108	5.898917	-0.012037	0.017568	-0.006954	-0.67627	0.034424	0.195557
49.0	7.953553	-0.466724	5.923595	-0.008558	0.019655	-0.006871	-0.685303	0.042969	0.195313
50.0	7.938516	-0.457131	5.873211	-0.00959	0.02021	-0.008235	-0.685059	0.036621	0.188965
51.0	7.989442	-0.402762	5.90512	-0.006288	0.017004	-0.010339	-0.678467	0.034424	0.191162
52.0	7.967236	-0.390945	5.902758	-0.008208	0.017189	-0.009214	-0.687256	0.034424	0.191162
53.0	7.987454	-0.40221	5.907846	-0.008389	0.018419	-0.008046	-0.685059	0.032227	0.19751
54.0	7.976541	-0.369148	5.906588	-0.013579	0.021502	-0.009843	-0.685059	0.032227	0.19751
55.0	7.952333	-0.412286	5.906506	-0.006161	0.022597	-0.003133	-0.689697	0.040771	0.19751
56.0	7.979969	-0.401755	5.937039	-0.018671	0.023961	-0.002769	-0.678711	0.036621	0.195313
57.0	7.934289	-0.433852	5.933507	-0.007876	0.027766	-0.004845	-0.683105	0.042969	0.195313
58.0	7.950042	-0.468999	5.889998	-0.017429	0.021867	-0.007604	-0.682861	0.034424	0.193359
59.0	7.952776	-0.445717	5.940872	-0.005282	0.022961	-0.005628	-0.678711	0.041016	0.191162
60.0	7.955327	-0.446674	5.918329	-0.015864	0.017618	-0.009753	-0.678467	0.034424	0.193359
