Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	9.914799	0.382785	-1.122707	-0.160804	0.095247	0.027248	-0.657227	0.079834	-0.448975
1.0	9.880363	0.317829	-1.016847	-0.165072	0.124034	0.024741	-0.652588	0.077637	-0.44873
2.0	9.875007	0.314538	-0.970364	-0.178904	0.121833	0.028936	-0.654785	0.077637	-0.455811
3.0	9.874584	0.13171	-0.917601	-0.20043	0.135341	0.0312	-0.654785	0.077637	-0.453613
4.0	9.853454	-0.03209	-0.884774	-0.19289	0.145198	0.021591	-0.650391	0.079834	-0.453613
5.0	9.829795	-0.144132	-0.91984	-0.141208	0.135259	0.0136	-0.652832	0.082031	-0.460693
6.0	9.76827	-0.191817	-0.889217	-0.057576	0.105618	0.004022	-0.652832	0.079834	-0.458252
7.0	9.742559	-0.097693	-0.826093	-0.004897	0.065135	-0.003879	-0.654785	0.077637	-0.458252
8.0	9.774819	-0.086202	-0.814179	0.01783	0.02781	-0.006531	-0.650391	0.077637	-0.453613
9.0	9.792184	-0.027554	-0.892452	0.034938	0.014647	-0.008656	-0.652588	0.077637	-0.455811
10.0	9.771763	-0.008298	-0.912079	0.038562	0.001661	-0.00683	-0.657227	0.079834	-0.453613
11.0	9.804979	0.004076	-0.992851	0.022295	-0.004552	-0.007467	-0.650635	0.084229	-0.458496
12.0	9.876799	0.004004	-0.977569	0.019581	0.017459	-0.014554	-0.652832	0.079834	-0.453613
13.0	9.837277	0.017488	-0.981122	0.047093	0.05825	-0.022282	-0.655029	0.079834	-0.460449
14.0	9.80687	0.086206	-0.94055	0.091915	0.076685	-0.034027	-0.650391	0.077637	-0.455811
15.0	9.758112	0.123223	-0.852269	0.121471	0.080162	-0.041724	-0.652588	0.077637	-0.455811
16.0	9.774412	0.183598	-0.837727	0.135804	0.068699	-0.045374	-0.650391	0.079834	-0.462891
17.0	9.813055	0.174399	-0.736889	0.138571	0.046457	-0.042814	-0.652588	0.077637	-0.458252
18.0	9.770085	0.136472	-0.727764	0.141545	0.026528	-0.040412	-0.654785	0.077637	-0.455811
19.0	9.72493	0.149048	-0.78788	0.142603	0.011932	-0.038849	-0.654785	0.077637	-0.467529
20.0	9.748048	0.108078	-0.822082	0.156047	-0.022541	-0.043278	-0.652588	0.077637	-0.458252
21.0	9.779477	0.122083	-0.818786	0.18067	-0.057104	-0.041829	-0.654785	0.077637	-0.462891
22.0	9.783647	0.177034	-0.927199	0.198788	-0.076764	-0.039266	-0.647949	0.073242	-0.458008
23.0	9.811244	0.265602	-1.029544	0.199868	-0.071995	-0.037603	-0.647949	0.073242	-0.460205
24.0	9.863146	0.284647	-1.130334	0.193439	-0.054844	-0.03671	-0.654785	0.073242	-0.462646
25.0	9.905553	0.327128	-1.14185	0.19707	-0.037226	-0.037677	-0.650146	0.071045	-0.464844
26.0	9.988192	0.357963	-1.143257	0.193288	0.000947	-0.036526	-0.650146	0.073242	-0.453369
27.0	9.965111	0.403885	-1.108302	0.167525	0.052259	-0.039972	-0.656982	0.073242	-0.455566
28.0	9.915886	0.363299	-1.060526	0.137811	0.108865	-0.039194	-0.649902	0.06665	-0.459961
29.0	9.760777	0.337937	-0.976634	0.126513	0.139741	-0.04348	-0.654541	0.06665	-0.467041
30.0	9.702041	0.322521	-0.835532	0.139722	0.141951	-0.042966	-0.654541	0.06665	-0.462402
31.0	9.645869	0.35979	-0.710497	0.153497	0.108938	-0.041553	-0.650146	0.071045	-0.458008
32.0	9.641379	0.390657	-0.561182	0.15497	0.062443	-0.040207	-0.654541	0.06665	-0.457764
33.0	9.62499	0.439394	-0.56005	0.145792	0.000732	-0.03472	-0.649902	0.06665	-0.462402
34.0	9.666589	0.428284	-0.643172	0.142109	-0.050912	-0.029161	-0.647461	0.062256	-0.459961
35.0	9.746678	0.429722	-0.75702	0.132285	-0.085593	-0.027446	-0.649658	0.062256	-0.4646
36.0	9.808212	0.399644	-0.825225	0.139914	-0.093137	-0.02236	-0.647461	0.062256	-0.4646
37.0	9.854859	0.412908	-0.983434	0.138346	-0.094779	-0.025238	-0.647461	0.060059	-0.45752
38.0	9.865039	0.364292	-1.045015	0.136377	-0.075711	-0.024829	-0.647461	0.062256	-0.455322
39.0	9.923597	0.36057	-1.057612	0.133525	-0.056921	-0.026434	-0.656494	0.062256	-0.45752
40.0	9.913202	0.308269	-1.013765	0.128595	-0.0351	-0.028783	-0.6521	0.062256	-0.462158
41.0	9.885242	0.326511	-1.004102	0.135338	-0.014885	-0.033349	-0.654053	0.057861	-0.45752
42.0	9.879332	0.303518	-0.937577	0.15657	-0.015443	-0.043051	-0.6521	0.062256	-0.452881
43.0	9.84169	0.348619	-0.839681	0.150797	-0.008129	-0.038453	-0.649902	0.064453	-0.457764
44.0	9.85519	0.332226	-0.786388	0.122526	-0.019297	-0.031558	-0.649658	0.060059	-0.459717
45.0	9.805193	0.291797	-0.748112	0.105473	-0.036351	-0.021835	-0.65625	0.057617	-0.452637
46.0	9.829743	0.224124	-0.749246	0.108592	-0.042403	-0.017759	-0.654053	0.057861	-0.455078
