Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
1.0	9.438934	0.702498	3.235829	0.009915	-0.006853	-0.003055	-0.473633	-0.004883	-0.661865
2.0	9.4565	0.701649	3.222577	0.012314	-0.008524	-0.004677	-0.47583	-0.004883	-0.654785
3.0	9.491137	0.705873	3.220628	0.007403	-0.01218	-0.00205	-0.47583	-0.004883	-0.659424
4.0	9.495298	0.66622	3.206695	0.005403	-0.008079	-0.002548	-0.480469	-0.004883	-0.657227
5.0	9.491885	0.692066	3.172574	0.005523	-0.001339	-0.003606	-0.476074	-0.002686	-0.647949
6.0	9.526353	0.688773	3.148326	0.006244	0.000922	-0.002297	-0.47583	-0.00708	-0.657227
7.0	9.49177	0.700294	3.195547	0.00407	-0.005346	-0.002879	-0.478027	-0.00708	-0.659424
8.0	9.511076	0.678809	3.176483	0.005463	-0.004709	-0.003077	-0.475586	-0.011475	-0.654541
9.0	9.488367	0.733972	3.184083	0.004742	-0.006971	-0.004386	-0.476074	-0.002686	-0.659668
10.0	9.507526	0.720049	3.188235	0.003414	-0.004495	-0.00639	-0.478271	-0.002686	-0.659668
11.0	9.488681	0.735253	3.182853	-0.002878	-0.009304	-0.006908	-0.471191	-0.009277	-0.656982
12.0	9.489015	0.735762	3.181739	-0.003663	-0.014678	-0.006016	-0.478027	-0.00708	-0.652588
13.0	9.489476	0.728755	3.157438	-0.003555	-0.007421	-0.003729	-0.473633	-0.00708	-0.650146
14.0	9.493251	0.703718	3.190391	-0.006997	-0.007844	-0.006844	-0.478271	-0.002686	-0.659668
15.0	9.478436	0.671341	3.148761	-0.003545	-0.007937	-0.007075	-0.47583	-0.00708	-0.657227
16.0	9.493778	0.697402	3.165733	-0.000764	-0.006405	-0.005798	-0.478271	-0.004883	-0.659424
17.0	9.493983	0.698013	3.164983	0.000575	-0.009396	-0.007141	-0.473389	-0.009277	-0.654785
18.0	9.513431	0.676614	3.145447	-0.00016	-0.010885	-0.003433	-0.482666	-0.004883	-0.657227
19.0	9.498251	0.66632	3.173499	0.004748	-0.007227	-0.006063	-0.478027	-0.009277	-0.654785
20.0	9.498459	0.667208	3.172689	0.005425	-0.009109	-0.009243	-0.473633	-0.004883	-0.659424
21.0	9.514117	0.679047	3.142848	0.012321	-0.008778	-0.006361	-0.480225	-0.00708	-0.654785
22.0	9.498956	0.669356	3.170747	0.011605	-0.011298	-0.009344	-0.473633	-0.002686	-0.657227
23.0	9.548834	0.692345	3.163081	0.015774	-0.008869	-0.006595	-0.468994	-0.00708	-0.652588
24.0	9.514819	0.682587	3.139955	0.015836	-0.005758	-0.008797	-0.471436	-0.002686	-0.650391
25.0	9.530367	0.694601	3.110338	0.017887	-0.00597	-0.005487	-0.47583	-0.00708	-0.654785
26.0	9.534236	0.662995	3.120121	0.018612	-0.003966	-0.005852	-0.476074	-0.002686	-0.661865
27.0	9.496034	0.707905	3.156622	0.016495	-0.006608	-0.005289	-0.47583	-0.00708	-0.657227
28.0	9.515557	0.679796	3.113821	0.018508	-0.011225	-0.00814	-0.480225	-0.00708	-0.657227
29.0	9.527122	0.739078	3.120265	0.014484	-0.001991	-0.002442	-0.478027	-0.00708	-0.659424
30.0	9.511968	0.721775	3.125367	0.013716	-0.008142	-0.006565	-0.478027	-0.009277	-0.654785
31.0	9.496779	0.711967	3.153467	0.013712	-0.007883	-0.004893	-0.478271	-0.004883	-0.657227
32.0	9.478142	0.719991	3.124415	0.010875	-0.012787	-0.005636	-0.480225	-0.007324	-0.645508
33.0	9.501236	0.680923	3.16144	0.010147	-0.014532	-0.003599	-0.480225	-0.00708	-0.654785
34.0	9.497942	0.714146	3.149467	0.008027	-0.016914	-0.001362	-0.47583	-0.00708	-0.652588
35.0	9.464162	0.711058	3.148715	0.005254	-0.018968	-0.00598	-0.478271	-0.000488	-0.650391
36.0	9.464618	0.718808	3.170213	0.001786	-0.017838	0.000945	-0.480469	-0.002686	-0.655029
37.0	9.469013	0.679004	3.155772	0.005306	-0.015339	-0.00484	-0.478027	-0.009277	-0.661621
38.0	9.484831	0.697572	3.148316	-0.000322	-0.020999	-0.001835	-0.482666	-0.002686	-0.655029
39.0	9.535062	0.719559	3.13958	-0.000321	-0.021	-0.001836	-0.47583	-0.009277	-0.654785
40.0	9.501511	0.701296	3.092242	-0.000266	-0.01763	-0.002368	-0.473877	-0.000488	-0.657471
