Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	5.119053	0.69469	8.58581	-0.008787	0.004222	-0.020485	-0.641113	0.064209	-0.492188
1.0	5.141332	0.700715	8.611402	-0.005863	0.003285	-0.014203	-0.636475	0.062256	-0.496582
2.0	5.115938	0.719262	8.582762	-0.008978	0.008785	-0.020829	-0.636475	0.060059	-0.496582
3.0	5.140055	0.701085	8.612134	-0.010397	0.002963	-0.015843	-0.638916	0.064453	-0.494385
4.0	5.141663	0.67695	8.616045	-0.010461	0.004484	-0.015957	-0.638916	0.068604	-0.494385
5.0	5.116406	0.695281	8.587339	-0.007405	0.004626	-0.015879	-0.641113	0.068604	-0.499023
6.0	5.140176	0.697754	8.588873	-0.007356	0.004515	-0.017402	-0.638916	0.06665	-0.496826
7.0	5.139604	0.697911	8.589203	-0.008997	0.006076	-0.016033	-0.638916	0.068604	-0.499023
8.0	5.137534	0.701411	8.613611	-0.010396	0.002963	-0.015844	-0.636719	0.064453	-0.496582
9.0	5.114197	0.695658	8.588625	-0.009077	0.009007	-0.017784	-0.641113	0.066406	-0.501221
10.0	5.110415	0.702721	8.637217	-0.008917	0.003144	-0.014282	-0.636963	0.068604	-0.494385
11.0	5.137333	0.698174	8.59054	-0.00732	0.005817	-0.020561	-0.636963	0.068604	-0.494385
12.0	5.135113	0.701981	8.615009	-0.007469	0.006147	-0.015994	-0.634277	0.062256	-0.492188
13.0	5.113918	0.67232	8.593598	-0.007404	0.004626	-0.01588	-0.638916	0.066406	-0.494385
14.0	5.109825	0.699919	8.614334	-0.010394	0.002962	-0.015845	-0.638916	0.064453	-0.501221
15.0	5.135311	0.698775	8.5917	-0.008767	0.002814	-0.018851	-0.638916	0.066406	-0.494385
16.0	5.110901	0.676118	8.618536	-0.0076	0.009189	-0.016221	-0.634277	0.062256	-0.501221
17.0	5.130791	0.70622	8.640688	-0.007304	0.004408	-0.018925	-0.634277	0.062256	-0.489746
18.0	5.112936	0.669543	8.57096	-0.008915	0.003143	-0.014283	-0.640869	0.062256	-0.494385
19.0	5.131493	0.703016	8.617081	-0.005875	0.004699	-0.01584	-0.636719	0.06665	-0.499023
20.0	5.133083	0.679181	8.620984	-0.008881	0.004445	-0.017443	-0.638672	0.062256	-0.499023
