Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	6.834524	-2.544919	6.642486	-0.011653	-0.000313	-0.003449	-0.702881	0.071289	-0.303223
1.0	6.84841	-2.606564	6.613189	-0.011205	0.001096	-0.00307	-0.709473	0.073242	-0.294678
2.0	6.833931	-2.598571	6.670451	-0.010629	0.002878	-0.004244	-0.713623	0.073242	-0.29248
3.0	6.857809	-2.601356	6.645528	-0.012587	0.001922	-0.004509	-0.704834	0.069092	-0.296875
4.0	6.831939	-2.583731	6.594544	-0.016054	0.001418	-0.004661	-0.707275	0.073242	-0.30127
5.0	6.841473	-2.578446	6.626781	-0.018139	8.7e-05	-0.003374	-0.711426	0.071045	-0.294678
6.0	6.854121	-2.614773	6.665966	-0.014224	0.002	-0.002842	-0.702637	0.069092	-0.296875
7.0	6.824342	-2.608188	6.636576	-0.011691	0.004739	-0.00375	-0.704834	0.069092	-0.301025
8.0	6.841128	-2.580457	6.626354	-0.011692	0.004739	-0.00375	-0.709229	0.069092	-0.301025
9.0	6.870566	-2.588148	6.655663	-0.010183	0.004287	-0.003863	-0.702881	0.073242	-0.296875
10.0	6.857119	-2.605859	6.644475	-0.011819	0.004365	-0.002197	-0.707275	0.075439	-0.296875
11.0	6.836625	-2.593085	6.64794	-0.010796	0.007556	-0.00299	-0.704834	0.069092	-0.296875
12.0	6.860131	-2.595648	6.623487	-0.007074	0.008811	-0.005942	-0.707275	0.073242	-0.30127
13.0	6.842778	-2.62398	6.634045	-0.003377	0.004922	-0.002005	-0.709229	0.071045	-0.294678
14.0	6.839251	-2.582508	6.627492	-0.007202	0.008436	-0.00439	-0.709229	0.066895	-0.299072
15.0	6.855272	-2.607053	6.645913	-0.006141	0.006576	-0.004882	-0.702881	0.073242	-0.296875
16.0	6.834741	-2.593782	6.649605	-0.005693	0.007984	-0.004503	-0.707031	0.069092	-0.301025
17.0	6.838059	-2.582939	6.628555	-0.00884	0.008512	-0.002724	-0.709229	0.069092	-0.303223
