Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	4.929124	1.632323	8.600315	-0.011673	0.011446	-0.019293	-0.590332	0.05127	-0.37793
1.0	4.904772	1.628662	8.607825	-0.007586	0.009666	-0.018826	-0.590088	0.049072	-0.373291
2.0	4.88663	1.665999	8.57225	-0.008439	0.015109	-0.017005	-0.592285	0.049072	-0.375732
3.0	4.920101	1.624629	8.57999	-0.007985	0.00534	-0.020288	-0.592529	0.055664	-0.37793
4.0	4.877705	1.65637	8.631906	-0.006618	0.00878	-0.013878	-0.592285	0.049072	-0.380127
5.0	4.935466	1.651252	8.567323	-0.012622	0.011342	-0.017248	-0.590332	0.05127	-0.371094
6.0	4.899092	1.629187	8.610959	-0.007285	0.008451	-0.017147	-0.590088	0.049072	-0.373291
7.0	4.921142	1.633266	8.604706	-0.005999	0.010117	-0.017633	-0.588135	0.05127	-0.371094
8.0	4.914823	1.625305	8.582886	-0.008888	0.008011	-0.018358	-0.588135	0.05127	-0.37793
9.0	4.907971	1.648227	8.576496	-0.006004	0.010119	-0.017637	-0.587891	0.046875	-0.368652
10.0	4.917884	1.633898	8.606448	-0.011738	0.008682	-0.019203	-0.592529	0.053467	-0.375732
11.0	4.888241	1.621961	8.591576	-0.007216	0.014009	-0.017392	-0.590332	0.055664	-0.37793
12.0	4.914708	1.664958	8.623347	-0.009792	0.01068	-0.016426	-0.590332	0.055664	-0.380371
13.0	4.931892	1.62983	8.579423	-0.007573	0.012459	-0.018971	-0.592285	0.049072	-0.373291
14.0	4.907331	1.62599	8.587042	-0.014206	0.013684	-0.018598	-0.592285	0.049072	-0.37793
15.0	4.911141	1.634084	8.610263	-0.008513	0.01235	-0.016918	-0.592285	0.049072	-0.373291
16.0	4.909766	1.634079	8.611048	-0.011364	0.013019	-0.017763	-0.587891	0.046875	-0.375488
17.0	4.925749	1.660709	8.598062	-0.007933	0.010914	-0.020558	-0.587891	0.046875	-0.375488
18.0	4.942296	1.65638	8.569666	-0.014218	0.01369	-0.018612	-0.587891	0.049072	-0.375732
19.0	4.917808	1.652438	8.577243	-0.00661	0.011574	-0.014024	-0.58374	0.053467	-0.373535
20.0	4.916513	1.652357	8.578002	-0.01231	0.01291	-0.015714	-0.590332	0.05127	-0.37793
21.0	4.891922	1.648327	8.585641	-0.011691	0.014251	-0.019471	-0.592529	0.05127	-0.382568
22.0	4.878395	1.629825	8.622581	-0.012665	0.011361	-0.017297	-0.588135	0.05127	-0.380127
23.0	4.905375	1.641704	8.639015	-0.011383	0.01303	-0.017783	-0.592285	0.049072	-0.375732
24.0	4.893458	1.62532	8.595082	-0.010416	0.015924	-0.019963	-0.592529	0.05127	-0.375732
25.0	4.886034	1.647903	8.589074	-0.010375	0.014911	-0.012941	-0.585938	0.05127	-0.37793
26.0	4.908512	1.620957	8.567583	-0.009902	0.008937	-0.023371	-0.594482	0.049072	-0.375732
27.0	4.917661	1.637528	8.613052	-0.006628	0.011584	-0.014041	-0.592285	0.049072	-0.375732
28.0	4.900122	1.644066	8.562033	-0.007926	0.013712	-0.020705	-0.590332	0.053467	-0.37793
29.0	4.920039	1.646032	8.636993	-0.013347	0.011044	-0.020591	-0.592285	0.046875	-0.373291
30.0	4.880169	1.617632	8.577197	-0.007299	0.011263	-0.01732	-0.592529	0.05127	-0.380127
31.0	4.906536	1.660657	8.60905	-0.009836	0.010704	-0.016475	-0.585693	0.049072	-0.380127
32.0	4.905975	1.629842	8.594268	-0.008556	0.012375	-0.01696	-0.592529	0.05127	-0.373291
33.0	4.898906	1.652564	8.588029	-0.010188	0.009155	-0.018058	-0.590088	0.049072	-0.375732
34.0	4.92154	1.625757	8.56647	-0.009225	0.012053	-0.02024	-0.590088	0.049072	-0.375732
35.0	4.924547	1.664857	8.605189	-0.009816	0.013488	-0.016603	-0.588135	0.053467	-0.37793
36.0	4.894933	1.652848	8.590239	-0.007313	0.011271	-0.017334	-0.594482	0.049072	-0.380127
37.0	4.9329	1.65058	8.636001	-0.010168	0.011939	-0.018187	-0.585693	0.049072	-0.380127
38.0	4.892374	1.652993	8.591669	-0.008252	0.011155	-0.015278	-0.585693	0.049072	-0.382568
39.0	4.914928	1.626207	8.57018	-0.008891	0.013612	-0.018674	-0.590088	0.046875	-0.380127
40.0	4.894806	1.661307	8.615599	-0.009857	0.010715	-0.016498	-0.590088	0.046875	-0.373291
41.0	4.894273	1.630401	8.600831	-0.011432	0.013053	-0.017834	-0.587891	0.049072	-0.37793
42.0	4.887146	1.652975	8.594648	-0.011807	0.008725	-0.019299	-0.590332	0.05127	-0.373291
43.0	4.909031	1.656894	8.588666	-0.009837	0.013499	-0.016624	-0.588135	0.05127	-0.373291
44.0	4.895551	1.638459	8.625461	-0.006666	0.011605	-0.014075	-0.590332	0.053467	-0.373535
45.0	4.894391	1.638518	8.626108	-0.010213	0.009171	-0.01809	-0.585693	0.049072	-0.380127
46.0	4.911223	1.634393	8.597653	-0.00859	0.012394	-0.016994	-0.592529	0.05127	-0.380127
47.0	4.891956	1.638613	8.627471	-0.010217	0.009173	-0.018096	-0.590088	0.046875	-0.380127
48.0	4.908915	1.634494	8.598952	-0.008619	0.009617	-0.01688	-0.592529	0.05127	-0.37793
49.0	4.902023	1.65724	8.592601	-0.008646	0.006838	-0.016764	-0.588135	0.05127	-0.375732
50.0	4.895963	1.64917	8.570701	-0.008624	0.009619	-0.016884	-0.59668	0.05127	-0.375732
51.0	4.910963	1.642962	8.623064	-0.00737	0.008513	-0.017249	-0.590332	0.05127	-0.382568
