Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
1.0	8.60603	0.990279	4.888325	0.005556	0.002814	-0.000932	-0.364258	0.075195	-0.785645
2.0	8.645365	1.034444	4.898161	0.005804	0.002866	0.00061	-0.366455	0.072998	-0.785645
3.0	8.6266	1.00077	4.881202	0.003685	0.005564	0.000973	-0.361816	0.070801	-0.780762
4.0	8.633919	1.002496	4.90491	0.004506	0.008914	0.000841	-0.364014	0.068604	-0.782959
5.0	8.597443	0.98966	4.866628	0.010615	0.000767	-0.001789	-0.364014	0.070801	-0.780762
6.0	8.604849	0.991784	4.8901	0.005728	0.009187	-0.000949	-0.368652	0.072998	-0.781006
7.0	8.625423	1.002091	4.883011	0.007198	0.004756	0.001962	-0.373291	0.075195	-0.773926
8.0	8.619604	0.995584	4.937223	0.006701	0.004651	-0.001122	-0.362061	0.077393	-0.781006
9.0	8.624993	1.002814	4.883622	0.008745	0.003517	0.000115	-0.366455	0.072998	-0.776367
10.0	8.632449	1.004776	4.907032	0.008668	0.005081	0.001715	-0.368408	0.068604	-0.787598
11.0	8.653076	1.015181	4.899832	0.009566	0.006866	-1.8e-05	-0.364502	0.07959	-0.78125
12.0	8.654981	0.991502	4.875711	0.00779	0.012798	0.006625	-0.366211	0.068604	-0.782959
13.0	8.644337	1.013834	4.878571	0.009413	0.01475	2e-05	-0.364258	0.072998	-0.783203
14.0	8.651242	1.015797	4.902941	0.007867	0.015989	0.001865	-0.361816	0.072998	-0.785645
15.0	8.635226	1.012768	4.857925	0.009909	0.014854	0.003103	-0.364258	0.072998	-0.783203
16.0	8.632291	1.036808	4.883767	0.007695	0.009616	0.001885	-0.366455	0.072998	-0.783203
17.0	8.618507	1.028722	4.915333	0.008593	0.0114	0.000152	-0.366455	0.070801	-0.778564
18.0	8.579397	1.039633	4.902438	0.007122	0.011074	0.000399	-0.361816	0.072998	-0.773926
19.0	8.581255	1.016244	4.878377	0.006952	0.009457	-0.002741	-0.366455	0.070801	-0.7854
20.0	8.616961	1.029989	4.917779	0.007447	0.009562	0.000342	-0.366455	0.072998	-0.783203
21.0	8.634224	1.0097	4.939775	0.003437	0.005511	-0.000572	-0.366455	0.072998	-0.787842
22.0	8.600213	0.973138	4.876508	0.00808	0.001791	-0.006106	-0.366455	0.070801	-0.783203
23.0	8.626188	1.009311	4.917101	0.006702	0.004649	-0.001122	-0.362061	0.075195	-0.783203
