Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	9.76302	-0.447932	-1.209599	0.022594	0.017122	-0.001691	-0.658203	0.15918	-0.400879
1.0	9.719593	-0.479755	-1.216223	0.021613	0.015961	-0.001829	-0.657959	0.156738	-0.398438
2.0	9.770683	-0.470015	-1.231778	0.018419	0.016856	-0.003842	-0.655762	0.156982	-0.398438
3.0	9.72636	-0.475513	-1.260981	0.02168	0.018275	-0.00561	-0.655518	0.152344	-0.398193
4.0	9.754527	-0.495514	-1.25739	0.026426	0.012095	-0.004052	-0.658203	0.15918	-0.398438
5.0	9.754738	-0.495236	-1.255862	0.03406	0.016175	-0.00944	-0.658203	0.158936	-0.39624
6.0	9.750884	-0.470797	-1.252703	0.031777	0.015919	-0.007523	-0.657959	0.156982	-0.400635
7.0	9.728155	-0.500383	-1.231976	0.029877	0.011366	-0.006008	-0.655762	0.154785	-0.402832
8.0	9.74808	-0.472164	-1.225907	0.029027	0.010285	-0.008139	-0.657959	0.154541	-0.398193
9.0	9.72849	-0.499606	-1.229644	0.026875	0.01011	-0.008219	-0.657959	0.154541	-0.393555
10.0	9.717241	-0.453424	-1.201659	0.027524	0.008802	-0.000297	-0.657959	0.154541	-0.395996
11.0	9.721454	-0.477363	-1.202205	0.029409	0.005986	-0.008526	-0.651367	0.156982	-0.398438
12.0	9.723778	-0.449322	-1.248605	0.024967	0.00102	-0.001115	-0.660156	0.154541	-0.402832
13.0	9.748597	-0.471695	-1.221971	0.03436	0.005032	-0.00043	-0.655762	0.154541	-0.388916
14.0	9.720748	-0.451833	-1.223056	0.030592	0.012369	-0.001852	-0.651367	0.156982	-0.395996
15.0	9.768617	-0.444374	-1.214741	0.031441	0.013453	0.000288	-0.657959	0.156738	-0.398438
16.0	9.761504	-0.422588	-1.187635	0.032359	0.016843	-0.00136	-0.657959	0.154541	-0.400635
17.0	9.745179	-0.448856	-1.214645	0.030995	0.019979	-0.001101	-0.657959	0.156982	-0.403076
18.0	9.762872	-0.448772	-1.160968	0.024996	0.01746	-0.005543	-0.65332	0.152588	-0.400635
19.0	9.739248	-0.452316	-1.162665	0.026298	0.016551	-0.007587	-0.655762	0.154541	-0.398193
20.0	9.745868	-0.448289	-1.209318	0.024076	0.014071	-0.003882	-0.655762	0.154785	-0.402832
21.0	9.71902	-0.453928	-1.186993	0.029296	0.017811	-0.005354	-0.655762	0.154541	-0.398193
22.0	9.702698	-0.479751	-1.214388	0.02557	0.011013	-0.006118	-0.657959	0.154541	-0.395996
23.0	9.723491	-0.477416	-1.1856	0.023419	0.010837	-0.006204	-0.655762	0.154541	-0.395996
24.0	9.723642	-0.476986	-1.184534	0.023743	0.008764	-0.008391	-0.657715	0.150146	-0.398193
25.0	9.696697	-0.482092	-1.163127	0.02426	0.004542	-0.010774	-0.655762	0.154785	-0.400635
26.0	9.747715	-0.471987	-1.179627	0.025821	0.00664	-0.004505	-0.651367	0.156982	-0.393799
27.0	9.727207	-0.473523	-1.206515	0.025371	0.00578	-0.012617	-0.653564	0.154785	-0.407471
28.0	9.747911	-0.470892	-1.178442	0.025227	0.001179	-0.005033	-0.657959	0.154541	-0.402832
29.0	9.728262	-0.498561	-1.182748	0.024973	0.005553	-0.006633	-0.655762	0.156982	-0.398438
30.0	9.72098	-0.475988	-1.156898	0.025359	0.001255	-0.00702	-0.660156	0.152344	-0.402832
31.0	9.732494	-0.521933	-1.183451	0.026591	-0.001956	-0.00527	-0.65332	0.154785	-0.402832
32.0	9.725134	-0.499503	-1.15818	0.025611	-0.003118	-0.00541	-0.655762	0.154785	-0.405273
33.0	9.725085	-0.499378	-1.158644	0.030359	-0.009287	-0.003813	-0.659912	0.150146	-0.409668
34.0	9.725007	-0.499259	-1.159346	0.029319	-0.008227	-0.00575	-0.660156	0.154541	-0.395996
35.0	9.77582	-0.489552	-1.177377	0.026118	-0.011863	-0.002189	-0.651123	0.152588	-0.400635
36.0	9.750962	-0.46762	-1.204544	0.030296	-0.007064	-0.005601	-0.65332	0.152588	-0.398193
37.0	9.771507	-0.465308	-1.177698	0.022927	-0.010981	-0.004216	-0.655518	0.152344	-0.395996
38.0	9.747576	-0.469115	-1.181917	0.022541	-0.006681	-0.003829	-0.657959	0.154541	-0.398193
39.0	9.77364	-0.437329	-1.226154	0.025148	-0.008509	-0.007911	-0.655518	0.150146	-0.398193
40.0	9.774511	-0.462759	-1.203838	0.024822	-0.006431	-0.005724	-0.651123	0.150391	-0.400391
41.0	9.801522	-0.456594	-1.225043	0.022935	-0.006464	-0.009798	-0.648926	0.154785	-0.400635
42.0	9.802434	-0.482132	-1.202401	0.026322	-0.002097	-0.00126	-0.657959	0.154541	-0.400635
43.0	9.749648	-0.440124	-1.231187	0.027888	-0.002869	-0.007282	-0.65332	0.152588	-0.398193
44.0	9.774458	-0.461594	-1.204723	0.027501	0.001431	-0.006899	-0.657959	0.152344	-0.400635
45.0	9.774508	-0.46136	-1.2044	0.028347	0.002524	-0.004761	-0.646729	0.156982	-0.391357
