Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	9.911437	0.300121	0.921368	0.023275	-0.009984	0.000753	-0.59375	0.069336	-0.529785
1.0	9.948191	0.287199	0.937122	0.020914	-0.000905	-0.001482	-0.589355	0.069336	-0.527588
2.0	9.958731	0.265795	0.932929	0.016947	0.010369	0.002866	-0.591553	0.071533	-0.534668
3.0	9.915573	0.243311	0.940003	0.013106	0.018798	0.002099	-0.593994	0.07373	-0.536865
4.0	9.893848	0.232011	0.945077	0.010605	0.027097	0.00243	-0.59375	0.069336	-0.532227
5.0	9.883038	0.253553	0.952034	0.014245	0.021226	-0.000595	-0.587158	0.071533	-0.527588
6.0	9.850732	0.264061	0.961519	0.018405	0.021618	0.000136	-0.591553	0.069336	-0.534424
7.0	9.833603	0.250394	0.990062	0.017053	0.018121	-0.003508	-0.59375	0.071533	-0.527588
8.0	9.786156	0.285463	0.979862	0.018738	0.016221	-0.001178	-0.595947	0.066895	-0.529785
9.0	9.823079	0.326986	1.003484	0.020232	0.00265	-0.003919	-0.591553	0.071533	-0.530029
10.0	9.856562	0.301084	0.944356	0.015112	0.007877	0.000573	-0.59375	0.071533	-0.534668
11.0	9.877974	0.312482	0.942571	0.00943	0.013799	-0.002508	-0.59375	0.069336	-0.529785
12.0	9.886653	0.252837	0.985175	0.006466	0.0125	0.000428	-0.596191	0.07373	-0.536865
13.0	9.888316	0.291238	0.940531	0.007949	0.013151	-0.001039	-0.589355	0.07373	-0.534668
14.0	9.913904	0.245473	0.956903	0.003966	0.020803	0.000753	-0.589111	0.067139	-0.534424
15.0	9.887616	0.237036	0.938078	0.003134	0.023572	0.000863	-0.59375	0.066895	-0.531982
16.0	9.869002	0.239055	1.018604	0.002798	0.011118	-0.001639	-0.59375	0.069336	-0.536865
17.0	9.853728	0.263517	1.000535	-0.000856	0.013364	-0.001164	-0.591553	0.071533	-0.532227
18.0	9.847265	0.228288	1.023417	0.002623	0.003074	-0.004164	-0.59375	0.071533	-0.536865
19.0	9.868738	0.23993	1.020953	0.009604	0.003988	-0.003796	-0.591309	0.067139	-0.531982
20.0	9.92382	0.225232	0.959058	0.013274	0.005376	-0.001724	-0.591309	0.067139	-0.534424
21.0	9.949773	0.233825	0.981193	0.009452	0.017441	4.5e-05	-0.587158	0.075928	-0.539307
22.0	9.911059	0.208759	1.012758	0.009775	0.026268	4e-06	-0.589111	0.067139	-0.536621
23.0	9.910809	0.208921	1.015168	0.01526	0.022902	-0.000704	-0.589111	0.064941	-0.531982
24.0	9.910612	0.209153	1.01705	0.015933	0.015723	-0.000788	-0.59375	0.071533	-0.534668
25.0	9.888919	0.19804	1.02149	0.023274	0.018504	0.003362	-0.596191	0.07373	-0.536865
26.0	9.850575	0.227173	1.058472	0.029088	0.00973	0.001342	-0.587158	0.071533	-0.532227
27.0	9.818387	0.237584	1.066342	0.030608	0.003418	0.003699	-0.589355	0.069336	-0.536865
28.0	9.841767	0.286857	1.017868	0.023137	0.003498	0.004664	-0.589355	0.069336	-0.529785
29.0	9.884758	0.309054	1.012869	0.022958	0.009687	0.003411	-0.589355	0.069336	-0.529785
30.0	9.884994	0.363151	1.019961	0.014147	0.009892	0.003271	-0.591553	0.071533	-0.532227
31.0	9.916983	0.352234	1.014203	0.008204	0.021532	0.010399	-0.587158	0.075928	-0.534668
32.0	9.879825	0.310251	0.99366	0.006526	0.023434	0.008067	-0.59375	0.071533	-0.536865
33.0	9.84556	0.281696	1.049194	0.006528	0.023436	0.008069	-0.586914	0.069336	-0.534424
34.0	9.868179	0.222031	0.989944	0.006839	0.014387	0.004213	-0.596191	0.071533	-0.534668
35.0	9.835946	0.232168	0.99829	0.011818	0.008376	0.002306	-0.596191	0.071533	-0.532227
36.0	9.883066	0.197509	1.011377	0.008312	0.0114	0.000204	-0.59375	0.071533	-0.536865
37.0	9.884898	0.235848	0.966587	0.006634	0.0133	-0.00213	-0.591553	0.069336	-0.536865
38.0	9.857107	0.243639	0.999095	0.01264	0.016216	0.000925	-0.59375	0.071533	-0.530029
39.0	9.878466	0.255115	0.997956	0.008778	0.017372	-0.004953	-0.596191	0.071289	-0.530029
40.0	9.861537	0.295917	1.032575	0.008795	0.021015	-0.002407	-0.591309	0.067139	-0.534424
41.0	9.839815	0.285028	1.037064	0.004809	0.014427	-0.001895	-0.595947	0.066895	-0.527344
42.0	9.856737	0.298934	1.011809	0.007333	0.0134	0.002882	-0.59375	0.071533	-0.530029
43.0	9.867553	0.331504	1.014649	0.002666	0.010358	0.000929	-0.591553	0.071533	-0.541504
44.0	9.895142	0.323768	0.984458	0.000672	0.007063	0.001185	-0.5896	0.075928	-0.530029
45.0	9.895065	0.3236	0.985285	0.001178	0.009708	0.002394	-0.591553	0.07373	-0.530029
46.0	9.905547	0.301764	0.982166	0.006013	0.017171	0.004324	-0.598145	0.066895	-0.531982
47.0	9.909506	0.244607	1.001627	0.004829	0.018074	0.000653	-0.587158	0.071533	-0.534668
48.0	9.902828	0.209041	1.025752	0.004845	0.021719	0.003199	-0.598145	0.066895	-0.534424
49.0	9.833541	0.178277	1.012362	0.007976	0.023798	-0.002293	-0.59375	0.069336	-0.539063
50.0	9.83779	0.175908	1.037994	0.011298	0.012713	-0.002708	-0.5896	0.075928	-0.537109
51.0	9.850315	0.192957	0.98881	0.012788	0.013365	-0.00417	-0.586914	0.069336	-0.527588
52.0	9.865561	0.223564	1.015369	0.013113	0.007948	-0.005482	-0.591309	0.067139	-0.539063
53.0	9.844274	0.267322	1.024686	0.018937	0.002805	-0.00494	-0.59375	0.071533	-0.532227
54.0	9.878423	0.295723	0.971905	0.012116	0.006301	-0.005354	-0.593994	0.07373	-0.536865
55.0	9.908674	0.301774	1.01823	0.012328	0.021658	0.002255	-0.591309	0.067139	-0.534424
56.0	9.860931	0.281992	1.002278	0.008842	0.028328	0.002693	-0.59375	0.067139	-0.536621
57.0	9.854515	0.300673	1.032727	0.009337	0.016715	0.002639	-0.59375	0.069336	-0.536865
58.0	9.856167	0.284278	0.981972	0.003516	0.011242	0.003374	-0.591309	0.064941	-0.536621
59.0	9.87138	0.314003	1.008816	0.003685	0.015665	0.003351	-0.59375	0.069336	-0.536865
60.0	9.880064	0.308264	1.057907	0.003025	0.012243	0.00471	-0.584717	0.067139	-0.534424
