Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
1.0	4.608201	2.434282	8.603627	-0.009317	0.008025	-0.016388	-0.52002	-0.057129	-0.510254
2.0	4.607146	2.434362	8.60417	-0.007822	0.00646	-0.01909	-0.526611	-0.052734	-0.514893
3.0	4.606557	2.418063	8.574324	-0.006016	0.005504	-0.018333	-0.530762	-0.059326	-0.508057
4.0	4.620748	2.417534	8.555729	-0.008781	0.008001	-0.017922	-0.526611	-0.054932	-0.512695
5.0	4.59248	2.436804	8.565059	-0.010274	0.005956	-0.016423	-0.52417	-0.059326	-0.51709
6.0	4.633552	2.433496	8.567991	-0.005057	0.007579	-0.018303	-0.533203	-0.054932	-0.512695
7.0	4.617597	2.418019	8.557293	-0.007709	0.007952	-0.020989	-0.530762	-0.059326	-0.51709
8.0	4.607213	2.471189	8.548427	-0.008356	0.00649	-0.017563	-0.528809	-0.057129	-0.51709
9.0	4.603426	2.436819	8.548062	-0.010161	0.007446	-0.018322	-0.522217	-0.054932	-0.514893
10.0	4.598678	2.435517	8.608372	-0.008359	0.010102	-0.016363	-0.524414	-0.057129	-0.512695
11.0	4.588647	2.471997	8.569276	-0.008354	0.006492	-0.017565	-0.524414	-0.054932	-0.514893
12.0	4.614869	2.452808	8.561052	-0.007089	0.009172	-0.014074	-0.528564	-0.059326	-0.512695
13.0	4.610519	2.434765	8.591121	-0.013463	0.009967	-0.016382	-0.528809	-0.057129	-0.510254
14.0	4.609048	2.434544	8.591973	-0.008789	0.01523	-0.015526	-0.528809	-0.057129	-0.512695
15.0	4.607967	2.417948	8.562502	-0.010164	0.011062	-0.017125	-0.522217	-0.057129	-0.51709
16.0	4.621382	2.433712	8.5745	-0.009319	0.011645	-0.015198	-0.528809	-0.052734	-0.510498
17.0	4.58992	2.418483	8.583123	-0.009207	0.013136	-0.017094	-0.522217	-0.057129	-0.512695
18.0	4.603216	2.434335	8.595158	-0.007937	0.012205	-0.014804	-0.524658	-0.052734	-0.508057
19.0	4.586868	2.418581	8.584726	-0.008558	0.014605	-0.020523	-0.524658	-0.052734	-0.512695
20.0	4.612473	2.39947	8.576852	-0.010475	0.014071	-0.019389	-0.528809	-0.057129	-0.514893
21.0	4.625313	2.431748	8.619222	-0.009429	0.010158	-0.013308	-0.526611	-0.057129	-0.508057
22.0	4.582334	2.418529	8.587162	-0.008668	0.013118	-0.018631	-0.528809	-0.052734	-0.512695
23.0	4.592838	2.400084	8.598275	-0.007825	0.013701	-0.016703	-0.521973	-0.061523	-0.510254
24.0	4.58236	2.436583	8.55944	-0.010047	0.012561	-0.019031	-0.528809	-0.057129	-0.512695
25.0	4.579795	2.469606	8.620904	-0.010047	0.012562	-0.019032	-0.524414	-0.057129	-0.514893
26.0	4.606145	2.433825	8.582663	-0.011964	0.012026	-0.017898	-0.528809	-0.054932	-0.510498
27.0	4.577955	2.436422	8.561843	-0.009194	0.009535	-0.018308	-0.524658	-0.052734	-0.505859
28.0	4.588789	2.417941	8.572798	-0.010035	0.008955	-0.020238	-0.526611	-0.054932	-0.512695
