Acquisition frequency: 100 Hz
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
0.0	4.715642	-2.715447	8.346435	-0.021218	-0.003913	0.001665	-0.581787	0.213623	-0.136963
1.0	4.680759	-2.704947	8.365994	-0.02309	0.000188	0.003961	-0.577148	0.207031	-0.132568
2.0	4.729554	-2.725488	8.314305	-0.012234	-0.000681	-0.002427	-0.581787	0.213379	-0.132568
3.0	4.706741	-2.700802	8.317599	-0.01476	0.002242	-0.005331	-0.58374	0.211426	-0.136963
4.0	4.726053	-2.687793	8.342428	-0.009474	0.003423	-0.00535	-0.57959	0.213623	-0.13916
5.0	4.694443	-2.715132	8.333949	-0.007906	0.003155	-0.007619	-0.581787	0.213623	-0.136963
6.0	4.704582	-2.682533	8.331707	-0.00592	0.007091	-0.006245	-0.581787	0.21582	-0.143311
7.0	4.692216	-2.695772	8.348448	-0.005707	0.004669	-0.011009	-0.581787	0.217773	-0.13916
8.0	4.714456	-2.650009	8.329594	-0.008118	0.005575	-0.002857	-0.57959	0.213623	-0.143311
9.0	4.712936	-2.702332	8.359174	-0.007833	0.002347	-0.009209	-0.581543	0.209229	-0.143311
10.0	4.712865	-2.702555	8.359142	-0.006479	0.0045	-0.006714	-0.577393	0.213623	-0.134766
11.0	4.689851	-2.677037	8.362826	-0.005705	0.004669	-0.01101	-0.581787	0.21582	-0.141357
12.0	4.72468	-2.689474	8.342663	-0.005776	0.005476	-0.009423	-0.57959	0.215576	-0.134766
13.0	4.721016	-2.650037	8.371454	-0.003413	0.004772	-0.009665	-0.57959	0.21582	-0.136963
14.0	4.689414	-2.676963	8.363094	-0.006406	0.003692	-0.008304	-0.57959	0.213623	-0.143311
15.0	4.724259	-2.689219	8.342984	-0.000419	0.005852	-0.011028	-0.579346	0.211426	-0.136963
16.0	4.702946	-2.683157	8.33243	-0.007271	0.004935	-0.008744	-0.57959	0.21582	-0.136963
17.0	4.688969	-2.67655	8.363476	-0.001843	0.004505	-0.011936	-0.581543	0.209229	-0.130371
18.0	4.735999	-2.675388	8.326792	-0.001048	0.004069	-0.009909	-0.57959	0.218018	-0.141357
19.0	4.702642	-2.682212	8.332905	-0.001211	0.006288	-0.013056	-0.57959	0.213623	-0.136963
20.0	4.723589	-2.68762	8.343878	-0.000417	0.005852	-0.01103	-0.572998	0.213623	-0.136963
21.0	4.733726	-2.654174	8.34191	0.000287	0.006828	-0.013738	-0.581787	0.217773	-0.13916
22.0	4.709277	-2.679995	8.375434	-0.001282	0.007094	-0.01147	-0.57959	0.21582	-0.136963
23.0	4.721225	-2.666202	8.35911	0.00202	0.004342	-0.012861	-0.57959	0.217773	-0.132568
24.0	4.742206	-2.671587	8.370072	-0.001985	0.006117	-0.008762	-0.579834	0.219971	-0.141357
